title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis	created	deposited	published.print	doi	indexed	issue	issued	member	page	prefix	publisher	score	source	reference.count	references.count	is.referenced.by.count	type	volume	published.online	update.policy	language	short.container.title	isbn	archive	subtitle	archive_	na.
Relationship between postural changes and physical and functional variables in schoolchildren aged 6-12 years	NA	http://dx.doi.org/10.1590/1980-0037.2021v23e55654	NA	Revista Brasileira de Cineantropometria &amp; Desempenho Humano	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dernival Bertoncello, Karina Pereira, Lelles Gabriel Damasceno Queiroz, Eduardo Porcatti Walsh, Angélica Emboaba Salomão, Isabel Aparecida Porcatti de Walsh	1980-0037,1415-8426	0	1.3	0.274	B1	2021-04-05	2021-04-28	NA	10.1590/1980-0037.2021v23e55654	2023-11-17	NA	2021	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	29	29	1	journal-article	23	2021	NA	NA	Rev. bras. cineantropom. desempenho hum.	NA	NA	NA	NA	NA
Relationship of spontaneous microembolic signals to risk stratification, recurrence, severity, and mortality of ischemic stroke: a prospective study	NA	http://dx.doi.org/10.1186/s13089-020-0156-1	NA	The Ultrasound Journal	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rodrigo Bazan, Gustavo José Luvizutto, Gabriel Pereira Braga, Silméia Garcia Zanati Bazan, João Carlos Hueb, Carlos Clayton Macedo de Freitas, Pedro Tadao Hamamoto Filho, Gabriel Pinheiro Módolo, André Petean Trindade, Marcone Lima Sobreira, Hélio Rubens de Carvalho Nunes, João Pereira Leite, Octávio Marques Pontes-Neto	2524-8987	0	NA	0.945	B4	2020-02-11	2021-02-10	2020-12	10.1186/s13089-020-0156-1	2023-12-20	1	2020-02-11	297	NA	10.1186	Springer Science and Business Media LLC	1	Crossref	35	35	6	journal-article	12	2020-02-11	http://dx.doi.org/10.1007/springer_crossmark_policy	en	Ultrasound J	NA	NA	NA	NA	NA
Relationships between physical activity, physical fitness and mortality among older adults: Fibra Study	NA	http://dx.doi.org/10.15343/0104-7809.202044290299	NA	O Mundo da Saúde	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Célia Maria Nevoni Ferreira de Araújo, Juliana Martins Pinto, Anita Liberalesso Neri, Maria José D’Elboux	0104-7809,1980-3990	0	0.2	0.121	B4	2021-02-25	2021-11-03	2020-01-01	10.15343/0104-7809.202044290299	2022-04-03	NA	2020-01-01	6018	290-299	10.15343	Centro Universitario Sao Camilo - Sao Paulo	1	Crossref	0	0	0	journal-article	44	2020-12-31	NA	NA	Mundo Saúde	NA	NA	NA	NA	NA
Reliability of different electromyographic normalization methods for pelvic floor muscles assessment	NA	http://dx.doi.org/10.1002/nau.24332	NA	Neurourology and Urodynamics	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Vanessa S. Pereira‐Baldon, Ana B. de Oliveira, Juliana F. Padilha, Adriana M. Degani, Mariana A. Avila, Patricia Driusso	0733-2467,1520-6777	0	4.5	0.683	A2	2020-03-02	2023-09-06	2020-04	10.1002/nau.24332	2024-06-04	4	2020-03-02	311	1145-1151	10.1002	Wiley	1	Crossref	25	25	8	journal-article	39	2020-03-02	http://dx.doi.org/10.1002/crossmark_policy	en	Neurourology and Urodynamics	NA	Portico	NA	NA	NA
Respiratory and muscular effects of a physiotherapy protocol carried out during hemodialysis in individuals with chronic renal failure: preliminary results.	NA	http://dx.doi.org/10.1590/s1980-6574202000030001	NA	Motriz: Revista de Educação Física	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mayara Simões, Michele Lima Gregório, Moacir Fernandes de Godoy, Marilita Falângola Accioly	1980-6574	0	NA	0.199	B1	2020-08-11	2021-01-23	NA	10.1590/s1980-6574202000030001	2024-03-06	3	2020	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	47	47	3	journal-article	26	2020	NA	NA	Motriz: rev. educ. fis.	NA	NA	NA	NA	NA
Respiratory Function and Grip Strength in the Acute Phase of Stroke Are Associated with Stroke Severity and Disability at Hospital Discharge	NA	http://dx.doi.org/10.1155/2020/1636540	NA	Rehabilitation Research and Practice	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lorena Cristina Alvarez Sartor, Gustavo José Luvizutto, Juli Thomaz de Souza, Evelin Roberta Silva Dalle Molle, Gabriel Pinheiro Modolo, Taís Regina da Silva, Robson Aparecido Prudente, Priscila Watson Ribeiro, Rafael Dalle Molle da Costa, Letícia Cláudia de Oliveira Antunes, Natália Cristina Ferreira, Silméia Garcia Zanati Bazan, Fernanda Cristina Winckler, Hélio Rubens de Carvalho Nunes, Marcos Ferreira Minicucci, Rodrigo Bazan	2090-2867,2090-2875	0	2.2	0.44	A3	2020-02-03	2022-10-14	2020-02-03	10.1155/2020/1636540	2022-10-14	NA	2020-02-03	98	1-10	10.1155	Hindawi Limited	1	Crossref	33	33	0	journal-article	2020	NA	NA	en	Rehabilitation Research and Practice	NA	NA	NA	NA	NA
Resultados de uma intervenção educativa sobre o nível de conhecimento dos trabalhadores da rede municipal de atenção à saúde de uberaba sobre os agravos de notificação compulsória relacionados ao trabalho	NA	http://dx.doi.org/10.34117/bjdv6n7-337	NA	Brazilian Journal of Development	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gabriela Souza Faria, Maria Emília Arruda Favarin, Jéssica Carvalho Lima, Luana Rodrigues Rosseto Felipe, Gabriela Rodrigues, Lourdes Auxiliadora de Oliveira, Ana Carolina Silva Ribeiro, Isabel Aparecida Porcatti de Walsh	2525-8761,2525-8761	0	NA	NA	C	2020-08-05	2020-08-05	2020	10.34117/bjdv6n7-337	2024-03-29	7	2020	20063	46616-46629	10.34117	Brazilian Journal of Development	1	Crossref	0	0	1	journal-article	6	2020	NA	NA	BJD	NA	NA	NA	NA	NA
Satisfação do atendimento fisioterapêutico hospitalar: visão do paciente e do fisioterapeuta	NA	http://dx.doi.org/10.18554/refacs.v8i3.4563	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Letícia Andrade Silva, Isabel Aparecida Porcatti de Walsh, Karlla Leandro Costa, Lislei Jorge Patrizzi Martins, Suraya Gomes Novais Shimano, Marilita Falangola Accioly	2318-8413,2318-8413	0	NA	NA	B2	2020-05-26	2020-05-26	NA	10.18554/refacs.v8i3.4563	2022-04-05	3	2020-05-24	7811	456	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	0	journal-article	8	2020-05-24	NA	NA	REFACS	NA	NA	NA	NA	NA
Serious games therapy associated with conventional physical therapy intervention accelerated hand muscles strengthening and hand functioning after complex fracture of the wrist: A case report	NA	http://dx.doi.org/10.1016/j.jht.2018.11.003	NA	Journal of Hand Therapy	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Najara Nader Zago, Luciane Aparecida Pascucci Sande de Souza, Bruno Goto Kimura, Dernival Bertoncello, Marco Aurélio Sertório Grecco, Luciane Fernanda Rodrigues Martinho Fernandes	0894-1130	0	3.1	0.69	A3	2019-03-08	2020-11-17	2020-10	10.1016/j.jht.2018.11.003	2024-01-16	4	2020-10	78	580-586	10.1016	Elsevier BV	1	Crossref	25	25	2	journal-article	33	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	Journal of Hand Therapy	NA	NA	NA	NA	NA
Short Report on the Career of Physiotherapy in Brazil	NA	http://dx.doi.org/10.4172/2165-7025.1000344	NA	Journal of Novel Physiotherapies	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Dernival Bertoncello	2165-7025	0	NA	NA	B2	2017-05-26	2017-05-26	NA	10.4172/2165-7025.1000344	2022-03-29	S4	2017	2674	NA	10.4172	OMICS Publishing Group	1	Crossref	0	0	0	journal-article	7	2017	NA	NA	J Nov Physiother	NA	NA	NA	NA	NA
Short-term Effects of Mulligan's Mobilization With Movement on Pain, Function, and Emotional Aspects in Individuals With Knee Osteoarthritis: A Prospective Case Series	NA	http://dx.doi.org/10.1016/j.jmpt.2019.04.011	NA	Journal of Manipulative and Physiological Therapeutics	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Matheus G. Gomes, Anaysa F. Primo, Linda L.J.R. De Jesus, Valdeci C. Dionisio	0161-4754	0	2.5	0.419	A2	2020-08-21	2021-04-02	2020-06	10.1016/j.jmpt.2019.04.011	2024-03-04	5	2020-06	78	437-445	10.1016	Elsevier BV	1	Crossref	52	52	4	journal-article	43	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	Journal of Manipulative and Physiological Therapeutics	NA	NA	NA	NA	NA
Síndrome de Burnout, variáveis sociodemográficas, ocupacionais e satisfação no trabalho na equipe de enfermagem hospitalar	NA	http://dx.doi.org/10.18554/refacs.v8i2.4328	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Bruna Silveira Toledo Barbosa, Lilian Gomes da Silva Ferreira, Jéssica Carvalho Lima, Renata Martins Matos Oliveira, Lara Andrade Souza, Isabel Aparecida Porcatti de Walsh	2318-8413,2318-8413	0	NA	NA	B2	2020-03-04	2020-03-04	NA	10.18554/refacs.v8i2.4328	2022-03-30	2	2020-03-03	7811	232	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	0	journal-article	8	2020-03-03	NA	NA	REFACS	NA	NA	NA	NA	NA
Single session of action observation in choice reaction time in healthy children	NA	http://dx.doi.org/10.1590/s1980-657420210022820	NA	Motriz: Revista de Educação Física	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Isabella Franco Silva Vieira, Eduardo de Moura Neto, Tamise Aguiar Caires, Gabriel Jablonski, Adriano Oliveira Andrade, Gustavo José Luvizutto, Luciane Aparecida Pascucci Sande de Souza	1980-6574	0	NA	0.199	B1	2021-06-09	2021-06-09	NA	10.1590/s1980-657420210022820	2024-02-28	NA	2021	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	27	27	1	journal-article	27	2021	NA	NA	Motriz: rev. educ. fis.	NA	NA	NA	NA	NA
Single-Joint Movements in Parkinson's Disease: A Pulse-Width and Pulse-Height Theory Review	NA	http://dx.doi.org/10.1080/00222895.2016.1204261	NA	Journal of Motor Behavior	NA	NA	NA	2016	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rafael de Almeida Oliveira, Luciane Aparecida Pascucci Sande de Souza	0022-2895,1940-1027	0	2.7	0.441	A4	2016-09-02	2020-08-16	2017-05-04	10.1080/00222895.2016.1204261	2022-04-01	3	2016-09-02	301	235-243	10.1080	Informa UK Limited	1	Crossref	29	29	0	journal-article	49	2016-09-02	http://dx.doi.org/10.1080/tandf_crossmark_01	en	Journal of Motor Behavior	NA	NA	NA	NA	NA
Sintomas musculoesqueléticos e características sociodemográficas em mulheres	NA	http://dx.doi.org/10.18554/refacs.v8i2.4327	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Patrícia Ribeiro Marcacine, Marina Mendonça Emílio, Jéssica Carvalho Lima, Renata Martins Matos Oliveira, Shamyr Sulyvan de Castro, Isabel Aparecida Porcatti de Walsh	2318-8413,2318-8413	0	NA	NA	B2	2020-03-04	2020-03-04	NA	10.18554/refacs.v8i2.4327	2022-03-31	2	2020-03-03	7811	219	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	0	journal-article	8	2020-03-03	NA	NA	REFACS	NA	NA	NA	NA	NA
Socioeconomic characteristics, health and quality of life self-evaluation in women	NA	http://dx.doi.org/10.18554/refacs.v8i2.4526	NA	Revista Família, Ciclos de Vida e Saúde no Contexto Social	NA	NA	NA	2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Juliana Martins Pinto, Ana Paula Gomes Fernandes, Mariana Thays Carvalho, Cristiane Vitaliano Graminha, Adriana Cristina De Araújo Figueiredo, Isabel Aparecida Porcatti de Walsh	2318-8413,2318-8413	0	NA	NA	B2	2020-05-15	2020-05-15	NA	10.18554/refacs.v8i2.4526	2022-04-04	2	2020-03-03	7811	210	10.18554	Universidade Federal do Triangulo Minero	1	Crossref	0	0	0	journal-article	8	2020-03-03	NA	NA	REFACS	NA	NA	NA	NA	NA
The Acute Effects of Mat Pilates on Hemodynamic and Salivary Nitrite Responses After Exercise in Postmenopausal Women	NA	http://dx.doi.org/10.1123/japa.2018-0106	NA	Journal of Aging and Physical Activity	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Jaqueline P. Batista, Igor M. Mariano, Tállita C.F. Souza, Juliene G. Costa, Jéssica S. Giolo, Nádia C. Cheik, Foued S. Espindola, Sarah Everman, Guilherme M. Puga	1063-8652,1543-267X	0	3.0	0.509	A3	2018-10-09	2022-08-02	2019-06	10.1123/japa.2018-0106	2023-09-24	3	2019-06	100	371-377	10.1123	Human Kinetics	1	Crossref	52	52	8	journal-article	27	NA	NA	en	Journal of Aging and Physical Activity	NA	NA	NA	NA	NA
THE EFFECTS OF NEUROMUSCULAR ELECTRICAL STIMULATION IN ASSOCIATION WITH WHEY PROTEIN SUPPLEMENTATION AFTER ANTERIOR CRUCIATE LIGAMENT RECONSTRUCTION	NA	http://dx.doi.org/10.1590/1413-785220212906237983	NA	Acta Ortopédica Brasileira	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GABRIELA OTÍLIA MENDONÇA, MARIA LUIZA BIANCHINI SEVERINO, KELLE MOREIRA DE OLIVEIRA, MARCELO LIMA DE OLIVEIRA, GIOVANE GALDINO DE SOUZA, ADRIANO PRADO SIMÃO, DANIEL FERREIRA MOREIRA LOBATO, RANIELLY ALVES ANDRADE, RICARDO ZENUN FRANCO, MARCELO STEGMANN DA CRUZ, LEONARDO CÉSAR CARVALHO	1809-4406,1413-7852	0	1.0	NA	B1	2021-11-15	2021-11-15	NA	10.1590/1413-785220212906237983	2024-01-26	6	2021-12	530	316-322	10.1590	FapUNIFESP (SciELO)	1	Crossref	31	31	1	journal-article	29	2021-12	NA	NA	Acta ortop. bras.	NA	NA	NA	NA	NA
Transcranial doppler as screening method for sickling crises in children with sickle cell anemia: a latin America cohort study	NA	http://dx.doi.org/10.1186/s12887-022-03429-5	NA	BMC Pediatrics	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Gabriel Pinheiro Modolo, Gustavo José Luvizutto, Pedro Tadao Hamamoto Filho, Gabriel Pereira Braga, Silmeia Garcia Zanati Bazan, Natalia Cristina Ferreira, Juli Thomaz de Souza, Fernanda Cristina Winckler, Carlos Clayton Macedo de Freitas, Newton Key Hokama, Edison Iglesias de Oliveira Vidal, Rodrigo Bazan	1471-2431	0	3.7	0.688	A1	2022-06-27	2022-06-27	2022-12	10.1186/s12887-022-03429-5	2022-06-27	1	2022-06-27	297	NA	10.1186	Springer Science and Business Media LLC	1	Crossref	41	41	0	journal-article	22	2022-06-27	http://dx.doi.org/10.1007/springer_crossmark_policy	en	BMC Pediatr	NA	NA	NA	NA	NA
TRIAGEM SENSORIAL EM CRIANÇAS COM TRANSTORNO DO DÉFICIT DE ATENÇÃO E HIPERATIVIDADE	NA	http://dx.doi.org/10.37885/211206994	NA	Open Science Research	NA	NA	NA	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lucieny Almohalha, Bruna Soares Ferreira, Camila de Freitas Oliveira, Luciane Aparecida Pascucci de Sande Souza	NA	0	NA	NA	NA	2022-02-16	2022-10-30	NA	10.37885/211206994	2022-10-31	NA	2022	24862	653-668	10.37885	Editora Científica Digital	1	Crossref	0	0	0	book-chapter	NA	2022	NA	NA	NA	9786553600553	NA	NA	NA	NA
Validação da versão brasileira do World Health Organization Disability Assessment Schedule 2.0 em idosos institucionalizados	NA	http://dx.doi.org/10.1590/1809-2950/20024628012021	NA	Fisioterapia e Pesquisa	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Thais Cristina Grou, Shamyr Sulyvan de Castro, Camila Ferreira Leite, Mariana Thays Carvalho, Lislei Jorge Patrizzi	2316-9117,1809-2950	0	NA	NA	B1	2021-06-18	2021-06-18	NA	10.1590/1809-2950/20024628012021	2024-03-30	1	2021-03	530	77-87	10.1590	FapUNIFESP (SciELO)	1	Crossref	25	25	5	journal-article	28	2021-03	NA	NA	Fisioter. Pesqui.	NA	NA	NA	NA	NA
Validade e confiabilidade da versão brasileira do World Health Organization Disability Assessment Schedule em pessoas com cegueira	NA	http://dx.doi.org/10.1590/1809-2950/17013126012019	NA	Fisioterapia e Pesquisa	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Laís Sampaio Silveira, Shamyr Sulyvan Castro, Camila Ferreira Leite, Nuno Miguel Lopes Oliveira, Angélica Emboaba Salomão, Karina Pereira	2316-9117,1809-2950	0	NA	NA	B1	2019-04-06	2023-09-15	NA	10.1590/1809-2950/17013126012019	2023-09-16	1	2019-03	530	22-30	10.1590	FapUNIFESP (SciELO)	1	Crossref	40	40	3	journal-article	26	2019-03	NA	NA	Fisioter. Pesqui.	NA	NA	NA	NA	NA
Validation of the Catherine Bergego Scale in patients with unilateral spatial neglect after stroke	NA	http://dx.doi.org/10.1590/1980-57642018dn13-010009	NA	Dementia &amp; Neuropsychologia	NA	NA	NA	2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Carlos Leonardo Sacomani Marques, Juli Thomaz de Souza, Maicon Gabriel Gonçalves, Taís Regina da Silva, Rafael Dalle Molle da Costa, Gabriel Pinheiro Modolo, José Eduardo Corrente, Rodrigo Bazan, Gustavo José Luvizutto	1980-5764,1980-5764	0	2.7	0.42	B2	2019-03-30	2020-02-07	NA	10.1590/1980-57642018dn13-010009	2024-05-08	1	2019-03	530	82-88	10.1590	FapUNIFESP (SciELO)	1	Crossref	16	16	13	journal-article	13	2019-03	NA	NA	Dement. neuropsychol.	NA	NA	NA	NA	NA
Visual and haptic verticality misperception and trunk control within 72 h after stroke	NA	http://dx.doi.org/10.1016/j.jbmt.2021.05.005	NA	Journal of Bodywork and Movement Therapies	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Luciane Aparecida Pascucci Sande de Souza, Luana Ribeiro Ferreira, Ana Carolina Silva Bitencourt, Rodrigo Bazan, Gustavo José Luvizutto	1360-8592	0	2.5	0.48	A2	2021-05-18	2023-03-29	2021-07	10.1016/j.jbmt.2021.05.005	2023-08-17	NA	2021-07	78	676-681	10.1016	Elsevier BV	1	Crossref	27	27	2	journal-article	27	NA	http://dx.doi.org/10.1016/elsevier_cm_policy	en	Journal of Bodywork and Movement Therapies	NA	NA	NA	NA	NA
Water- versus land-based treatment for postural control in postmenopausal osteoporotic women: a randomized, controlled trial	NA	http://dx.doi.org/10.1080/13697137.2017.1325460	NA	Climacteric	NA	NA	NA	2017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M. Chaves Aveiro, M. Arias Avila, V. Santos Pereira-Baldon, A. Santa Barbara Ceccatto Oliveira, K. Gramani-Say, J. Oishi, P. Driusso	1369-7137,1473-0804	0	5.8	0.801	A2	2017-05-25	2020-10-08	2017-09-03	10.1080/13697137.2017.1325460	2023-09-06	5	2017-05-25	301	427-435	10.1080	Informa UK Limited	1	Crossref	42	42	11	journal-article	20	2017-05-25	http://dx.doi.org/10.1080/tandf_crossmark_01	en	Climacteric	NA	NA	NA	NA	NA
What are the barriers to participation in a neuromodulation pilot trial for aphasia after stroke?	NA	http://dx.doi.org/10.1590/2317-1782/20202020019	NA	CoDAS	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Mariana Lopes Andreoli, Juli Thomaz de Souza, Priscila Watson Ribeiro, Rafael Dalle Molle da Costa, Taís Regina da Silva, Fernanda Cristina Winckler, Gabriel Pinheiro Modolo, Karen Fernanda Alves, Pedro Tadao Hamamoto Filho, Rafael Delascio Garcia, Luiz Eduardo Gomes Garcia Betting, Silmeia Garcia Zanati Bazan, Rodrigo Bazan, Gustavo José Luvizutto	2317-1782	0	1.0	0.307	A3	2021-07-03	2021-07-03	NA	10.1590/2317-1782/20202020019	2024-01-25	4	2021	530	NA	10.1590	FapUNIFESP (SciELO)	1	Crossref	15	15	1	journal-article	33	2021	NA	NA	CoDAS	NA	NA	NA	NA	NA
World Health Organization Disability Assessment Schedule (WHODAS 2.0): validação para adultos com baixa visão	NA	http://dx.doi.org/10.18316/sdh.v9i1.6295	NA	Saúde e Desenvolvimento Humano	NA	NA	NA	2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Angelica Emboaba Salomão, Camila Ferreira Leite, Shamyr Sulyvan Castro, Suraya Gomes Novais Shimano, Laís Sampaio Silveira, Karina Pereira	2317-8582	0	NA	NA	B2	2021-04-05	2021-04-05	NA	10.18316/sdh.v9i1.6295	2022-04-02	1	2021-02-26	7660	NA	10.18316	Centro Universitario La Salle - UNILASALLE	1	Crossref	0	0	0	journal-article	9	2021-02-26	NA	NA	SDH	NA	NA	NA	NA	NA
